PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,SessionIntensity,AchievementsPerHour,PurchaseRate,LevelProgressionRate,EngagementScore,AgeGroup,PlaytimeTier,IsPayer,SessionConsistency
9053,45,Male,EUROPE,SIMULATION,23.70289731941193,1,Easy,1,50,95,26,Low,50,1.0525081193439112,0.03788458333942941,3.845702743756599,1.4041158927764772,Middle_Age,Regular,1,25.0
9054,29,Male,EUROPE,RPG,9.210122598314191,1,Easy,15,171,6,16,High,2565,1.5670722702822182,0.020906885561772694,0.5876521013558318,4.964404903932568,Adult,Casual,1,10.6875
9055,22,Female,USA,RPG,12.818930926253454,1,Easy,8,46,8,0,Medium,368,0.0,0.00838022114795046,0.5789159843618189,2.9127572370501382,Young_Adult,Regular,1,5.111111111111111
9056,28,Male,USA,SIMULATION,7.181065650658029,0,Easy,8,139,20,1,Medium,1112,0.12223346477112879,0.0,2.444669295422576,2.6932426260263207,Adult,Casual,0,15.444444444444445
9057,37,Male,USA,SIMULATION,1.3216351452681234,1,Easy,15,36,88,36,Medium,540,15.506312468336791,0.0341055359713948,37.90431936704549,4.768865405810725,Middle_Age,Casual,1,2.25
9058,35,Male,USA,SIMULATION,21.68627463251469,0,Easy,15,148,73,43,High,2220,1.8954191773016376,0.0,3.217804649837664,5.625450985300588,Adult,Regular,0,9.25
9059,30,Female,USA,STRATEGY,15.154138638867636,0,Easy,9,153,46,19,Medium,1377,1.1761691802176988,0.0,2.847567488948113,3.4201655455547053,Adult,Regular,0,15.3
9060,32,Male,USA,ACTION,12.55512156935372,0,Hard,11,138,27,13,High,1518,0.9590470976956212,0.0,1.9918670490601365,3.8802048627741486,Adult,Regular,0,11.5
9061,38,Female,USA,STRATEGY,19.463563663701805,0,Medium,19,155,35,30,High,2945,1.466020312640554,0.0,1.7103570314139795,6.658542546548072,Middle_Age,Regular,0,7.75
9062,40,Female,EUROPE,SIMULATION,3.529623978015405,0,Easy,2,94,76,42,Medium,188,9.272292844582157,0.0,16.778434671148663,0.9931849591206162,Middle_Age,Casual,0,31.333333333333332
9063,39,Male,OTHER,ACTION,20.855935292615897,0,Hard,16,140,10,16,High,2240,0.7320665890425497,0.0,0.45754161815159355,5.7302374117046355,Middle_Age,Regular,0,8.235294117647058
9064,43,Male,OTHER,SPORTS,14.627357000797517,0,Easy,1,16,38,43,Low,16,2.75158492877622,0.0,2.4316331928720083,1.1430942800319006,Middle_Age,Regular,0,8.0
9065,29,Female,USA,SIMULATION,17.00264693146226,1,Easy,16,135,80,43,High,2160,2.3885376502524864,0.008564378679882925,4.443790977213928,5.73810587725849,Adult,Regular,1,7.9411764705882355
9066,15,Female,USA,SIMULATION,14.896177519430692,0,Easy,6,49,58,42,Medium,294,2.642144625565568,0.0,3.6486759114953076,2.647847100777227,Teen,Regular,0,7.0
9067,39,Female,OTHER,SPORTS,19.752971845981367,0,Medium,7,46,26,47,Medium,322,2.2647358821093926,0.0,1.2528326156349832,3.172118873839255,Middle_Age,Regular,0,5.75
9068,21,Female,EUROPE,ACTION,19.025309404996168,0,Easy,13,30,3,40,Medium,390,1.997472258282326,0.0,0.14981041937117445,4.901012376199847,Young_Adult,Regular,0,2.142857142857143
9069,23,Male,OTHER,SIMULATION,13.724648498671089,1,Medium,17,167,72,24,High,2839,1.629920062415481,0.012207047211796322,4.889760187246443,5.792985939946844,Young_Adult,Regular,1,9.277777777777779
9070,38,Female,EUROPE,ACTION,20.16071100731581,0,Easy,13,79,29,32,Medium,1027,1.5122365212084208,0.0,1.3704643473451315,4.898428440292633,Middle_Age,Regular,0,5.642857142857143
9071,15,Male,ASIA,STRATEGY,18.85035866001133,0,Medium,7,111,45,2,Medium,777,0.10075384703395875,0.0,2.2669615582640716,2.8660143464004535,Teen,Regular,0,13.875
9072,22,Male,EUROPE,RPG,12.082181787612544,1,Easy,7,79,46,32,Medium,553,2.44607516693436,0.016474412371397074,3.5162330524681424,2.775287271504502,Young_Adult,Regular,1,9.875
9073,38,Female,EUROPE,STRATEGY,2.2623788685222417,0,Medium,12,131,12,37,High,1572,11.341417257511809,0.0,3.6782974889227487,3.9124951547408893,Middle_Age,Casual,0,10.076923076923077
9074,25,Male,EUROPE,RPG,20.812949081354795,1,Easy,19,109,91,48,High,2071,2.200527760871605,0.004823469013235498,4.171833879985751,6.820517963254193,Young_Adult,Regular,1,5.45
9075,31,Male,USA,SIMULATION,9.00911457935074,0,Easy,14,106,23,1,High,1484,0.09990893720639842,0.0,2.2979055557471635,4.56636458317403,Adult,Casual,0,7.066666666666666
9076,22,Male,ASIA,STRATEGY,19.663555948593377,1,Medium,3,29,9,30,Low,87,1.451831430884101,0.009791743407992696,0.4355494292652303,1.866542237943735,Young_Adult,Regular,1,7.25
9077,49,Male,USA,STRATEGY,18.53536572246272,1,Easy,0,83,15,4,Low,0,0.20475685261426171,1.0,0.7678381973034815,0.765414628898509,Middle_Age,Regular,1,83.0
9078,49,Female,USA,SPORTS,2.040757120839902,1,Easy,12,70,33,33,Medium,840,10.852560296195216,0.049179952537403274,10.852560296195216,3.8796302848335955,Middle_Age,Casual,1,5.384615384615385
9079,47,Male,ASIA,RPG,6.534987238893371,0,Easy,10,14,15,25,Low,140,3.3178556522242544,0.0,1.9907133913345527,3.411399489555735,Middle_Age,Casual,0,1.2727272727272727
9080,19,Female,EUROPE,RPG,19.8608123586172,1,Easy,1,139,24,0,Low,139,0.0,0.10848025774926627,1.1504825213619287,1.094432494344688,Young_Adult,Regular,1,69.5
9081,42,Male,USA,SIMULATION,13.981026479981786,0,Medium,12,34,14,15,Medium,408,1.001266503336308,0.0,0.9345154031138874,4.249241059199271,Middle_Age,Regular,0,2.6153846153846154
9082,21,Male,USA,SPORTS,7.743327855210592,0,Easy,5,77,40,38,Medium,385,4.346171232427694,0.0,4.574917086765994,2.0377331142084234,Young_Adult,Casual,0,12.833333333333334
9083,23,Male,USA,SPORTS,3.7993760618991423,1,Easy,12,41,73,10,Medium,492,2.0836041750066445,0.016890976652965874,15.210310477548504,3.8119750424759653,Young_Adult,Casual,1,3.1538461538461537
9084,22,Male,USA,RPG,10.391518408495156,0,Easy,19,102,14,24,High,1938,2.1068306383196593,0.0,1.2289845390198013,6.259660736339806,Young_Adult,Regular,0,5.1
9085,26,Male,USA,SPORTS,15.07465364685181,0,Medium,4,117,4,49,Medium,468,3.0482771869611356,0.0,0.24883895403764372,2.096986145874072,Adult,Regular,0,23.4
9086,48,Female,ASIA,ACTION,8.45765169975634,1,Easy,3,122,89,24,Medium,366,2.5376278131090744,0.07755802236134335,9.41036980694615,1.3823060679902535,Middle_Age,Casual,1,30.5
9087,47,Male,EUROPE,SIMULATION,14.432201516019694,0,Hard,18,14,78,4,Low,252,0.25919827419618147,0.0,5.054366346825539,6.001288060640787,Middle_Age,Regular,0,0.7368421052631579
9088,37,Male,USA,STRATEGY,19.501707922419776,0,Medium,11,147,40,49,High,1617,2.3900447799481004,0.0,1.951056963222939,4.37406831689679,Middle_Age,Regular,0,12.25
9089,38,Male,EUROPE,RPG,6.496475465416331,1,Medium,8,107,11,7,Medium,856,0.9337721482973255,0.034970356334842745,1.4673562330386543,2.701859018616653,Middle_Age,Casual,1,11.88888888888889
9090,49,Male,USA,SPORTS,2.1494952130714235,0,Medium,14,36,59,35,Medium,504,11.112891950030177,0.0,18.733160715765155,4.495979808522857,Middle_Age,Casual,0,2.4
9091,36,Male,USA,SPORTS,4.31332838120464,0,Easy,1,73,76,15,Low,73,2.823089205828305,0.0,14.303651976196745,0.5625331352481856,Middle_Age,Casual,0,36.5
9092,41,Female,EUROPE,SPORTS,5.694275828168046,1,Easy,7,12,77,28,Low,84,4.182677965282239,0.007470132394279256,11.502364404526157,2.495771033126722,Middle_Age,Casual,1,1.5
9093,49,Male,ASIA,SIMULATION,3.1093326260751075,0,Easy,0,99,80,42,Low,0,10.220637709757485,0.0,19.46788135191902,0.3763733050430043,Middle_Age,Casual,0,99.0
9094,15,Male,ASIA,STRATEGY,9.744040836920972,1,Hard,4,32,33,42,Low,128,3.9091437418657806,0.01598943148492107,3.071470082894542,1.8417616334768387,Teen,Casual,1,6.4
9095,49,Male,EUROPE,SPORTS,7.838044518431901,0,Easy,19,126,3,14,High,2394,1.5840608146748694,0.0,0.3394416031446149,6.097521780737276,Middle_Age,Casual,0,6.3
9096,28,Male,USA,STRATEGY,9.208410715098555,1,Medium,1,84,61,39,Low,84,3.8203792038184545,0.14007680877285017,5.975464908536558,0.9023364286039421,Adult,Casual,1,42.0
9097,17,Male,EUROPE,STRATEGY,8.644038308703859,0,Easy,3,117,1,11,Medium,351,1.1406010270689582,0.0,0.10369100246081438,1.3117615323481544,Teen,Casual,0,29.25
9098,15,Female,EUROPE,SIMULATION,5.970601392200956,0,Easy,11,55,54,37,Medium,605,5.308006858833927,0.0,7.746820821000867,3.760824055688038,Teen,Casual,0,4.583333333333333
9099,19,Female,USA,SPORTS,15.377172223047586,0,Hard,14,93,65,42,High,1302,2.5645452968305125,0.0,3.9689391498567455,5.067086888921904,Young_Adult,Regular,0,6.2
9100,40,Male,EUROPE,SPORTS,5.80504022403155,0,Medium,5,40,89,29,Medium,200,4.261547183452115,0.0,13.078541356111662,1.906201608961262,Middle_Age,Casual,0,6.666666666666667
9101,28,Female,EUROPE,STRATEGY,22.350824629219,0,Hard,11,109,53,18,Medium,1199,0.7708507209409861,0.0,2.2697271227706812,4.3020329851687595,Adult,Regular,0,9.083333333333334
9102,41,Male,EUROPE,SPORTS,7.648375781283178,0,Easy,2,33,54,33,Low,66,3.815745387870243,0.0,6.243946998333126,1.1039350312513272,Middle_Age,Casual,0,11.0
9103,23,Female,EUROPE,SIMULATION,22.876692544657125,0,Medium,8,91,38,14,Medium,728,0.5863458673690034,0.0,1.5915102114301523,3.399067701786285,Young_Adult,Regular,0,10.11111111111111
9104,29,Female,OTHER,SPORTS,4.557998876469405,0,Easy,16,36,22,36,Medium,576,6.477151363310134,0.0,3.958259166467304,5.198319955058777,Adult,Casual,0,2.1176470588235294
9105,29,Male,EUROPE,SPORTS,2.0673841286865047,1,Easy,15,101,73,45,High,1515,14.670480811045211,0.054379708267514676,23.79877998236223,4.85269536514746,Adult,Casual,1,6.3125
9106,40,Male,ASIA,SPORTS,7.383373195576563,0,Easy,15,24,56,17,Medium,360,2.027823359810577,0.0,6.679888714670136,4.897334927823063,Middle_Age,Casual,0,1.5
9107,27,Male,OTHER,SIMULATION,7.733396192629242,0,Hard,17,72,45,48,Medium,1224,5.496143646902306,0.0,5.1526346689709115,5.69733584770517,Adult,Casual,0,4.0
9108,46,Male,ASIA,STRATEGY,19.40450332244644,1,Medium,9,127,75,32,Medium,1143,1.5682812511685922,0.012533652628638143,3.675659182426388,3.6681801328978576,Middle_Age,Regular,1,12.7
9109,46,Male,OTHER,STRATEGY,18.55396821448505,0,Easy,12,96,2,21,Medium,1152,1.073950809863942,0.0,0.10228102951085162,4.468158728579402,Middle_Age,Regular,0,7.384615384615385
9110,18,Female,ASIA,SPORTS,4.456026910768445,0,Easy,16,121,10,35,High,1936,6.41492437123454,0.0,1.8328355346384402,5.188241076430738,Teen,Casual,0,7.117647058823529
9111,44,Male,USA,SIMULATION,22.14322250875968,0,Hard,7,60,5,30,Medium,420,1.2962758314510885,0.0,0.21604597190851474,3.1657289003503877,Middle_Age,Regular,0,7.5
9112,37,Male,USA,SPORTS,8.499982200955518,0,Medium,18,145,88,15,High,2610,1.5789503267165368,0.0,9.263175250070349,5.82999928803822,Middle_Age,Casual,0,7.631578947368421
9113,29,Female,USA,SIMULATION,23.694606600294044,0,Medium,3,51,72,44,Low,153,1.781765577892465,0.0,2.91561640018767,2.111784264011762,Adult,Regular,0,12.75
9114,43,Female,USA,SIMULATION,23.165252611397225,0,Easy,14,96,42,47,High,1344,1.944941389846389,0.0,1.7380327313520922,5.40861010445589,Middle_Age,Regular,0,6.4
9115,27,Male,USA,STRATEGY,6.549913698732847,0,Hard,18,111,34,9,High,1998,1.1920666062064433,0.0,4.503362734557674,5.715996547949314,Adult,Casual,0,5.842105263157895
9116,46,Female,ASIA,ACTION,10.825598338043754,0,Medium,12,142,24,18,High,1704,1.52212171303779,0.0,2.02949561738372,4.141023933521749,Middle_Age,Regular,0,10.923076923076923
9117,21,Female,USA,ACTION,20.2776523434284,1,Easy,17,142,12,20,High,2414,0.93995332178538,0.007104725685674309,0.563971993071228,6.031106093737136,Young_Adult,Regular,1,7.888888888888889
9118,36,Male,ASIA,RPG,7.245611011215005,0,Easy,3,69,52,14,Low,207,1.6978729630779754,0.0,6.30638529143248,1.2738244404486,Middle_Age,Casual,0,17.25
9119,42,Male,OTHER,RPG,10.776915901085236,0,Medium,7,154,23,19,Medium,1078,1.6133256074494988,0.0,1.9529731037546565,2.6450766360434095,Middle_Age,Regular,0,19.25
9120,16,Female,USA,ACTION,4.622791147216765,1,Easy,17,149,48,14,High,2533,2.4898666220120735,0.03182590142751484,8.536685561184253,5.36891164588867,Teen,Casual,1,8.277777777777779
9121,20,Female,USA,STRATEGY,11.929378551497177,0,Medium,11,75,69,25,Medium,825,1.9335809451650008,0.0,5.336683408655403,3.927175142059887,Young_Adult,Regular,0,6.25
9122,42,Male,ASIA,RPG,6.566794339859006,0,Hard,15,17,19,43,Low,255,5.682723498046232,0.0,2.510970847973917,5.02067177359436,Middle_Age,Casual,0,1.0625
9123,42,Male,USA,ACTION,2.7313181997200733,0,Medium,17,62,77,35,Medium,1054,9.380063057239592,0.0,20.6361387259271,5.419252727988803,Middle_Age,Casual,0,3.4444444444444446
9124,34,Female,USA,STRATEGY,16.591687482718527,0,Medium,13,124,35,43,High,1612,2.444336283386215,0.0,1.9895760446166864,4.821667499308741,Adult,Regular,0,8.857142857142858
9125,44,Female,USA,RPG,8.583797272700018,0,Medium,11,34,8,11,Medium,374,1.1477705221639145,0.0,0.8347421979373925,3.7093518909080005,Middle_Age,Casual,0,2.8333333333333335
9126,25,Female,USA,RPG,12.763140085923611,0,Medium,7,108,76,1,Medium,756,0.07265783780132849,0.0,5.521995672900966,2.6165256034369446,Young_Adult,Regular,0,13.5
9127,42,Female,ASIA,ACTION,13.297752190463775,0,Easy,19,157,85,7,High,2983,0.48958744750582656,0.0,5.9449904339993225,6.273910087618551,Middle_Age,Regular,0,7.85
9128,39,Female,EUROPE,RPG,14.173755660725837,0,Easy,15,108,49,32,High,1620,2.1089043948971353,0.0,3.229259854686238,5.258950226429033,Middle_Age,Regular,0,6.75
9129,47,Female,USA,STRATEGY,18.49464367093109,0,Easy,2,65,92,45,Medium,130,2.3083263669548644,0.0,4.7192450168855,1.6097857468372436,Middle_Age,Regular,0,21.666666666666668
9130,15,Female,EUROPE,ACTION,17.223879815467022,1,Hard,5,94,76,14,Medium,470,0.7682228011687106,0.01898554915909928,4.170352349201572,2.272955192618681,Teen,Regular,1,15.666666666666666
9131,41,Female,USA,STRATEGY,18.224655455153925,0,Medium,1,70,5,43,Low,70,2.2367110869845086,0.0,0.2600826845330824,1.286986218206157,Middle_Age,Regular,0,35.0
9132,27,Male,USA,RPG,19.48783440802375,0,Medium,16,154,13,27,High,2464,1.3178552433743733,0.0,0.6345228949580316,5.74151337632095,Adult,Regular,0,9.058823529411764
9133,17,Female,EUROPE,STRATEGY,9.483212067452136,0,Medium,7,78,54,36,Medium,546,3.4340619810383672,0.0,5.151092971557551,2.695328482698086,Teen,Casual,0,9.75
9134,20,Male,EUROPE,SPORTS,19.047461153319887,0,Easy,18,14,49,5,Low,252,0.24940814010117152,0.0,2.444199772991481,6.191898446132796,Young_Adult,Regular,0,0.7368421052631579
9135,22,Male,USA,SIMULATION,8.612156614530551,1,Hard,13,21,58,19,Low,273,1.9766635898626526,0.004003272506642209,6.034025695370202,4.358486264581222,Young_Adult,Casual,1,1.5
9136,41,Male,ASIA,RPG,9.987578341053728,0,Easy,1,124,15,24,Low,124,2.1842847673110066,0.0,1.3651779795693793,0.8435031336421491,Middle_Age,Casual,0,62.0
9137,23,Male,ASIA,SPORTS,21.65638259550117,0,Easy,7,45,45,42,Medium,315,1.8537822542041575,0.0,1.9861952723615972,3.2182553038200465,Young_Adult,Regular,0,5.625
9138,47,Male,OTHER,SIMULATION,16.209307153657114,0,Medium,6,62,96,40,Medium,372,2.3243236722345144,0.0,5.578376813362834,2.6883722861462847,Middle_Age,Regular,0,8.857142857142858
9139,38,Female,EUROPE,ACTION,5.990720486362284,1,Medium,7,43,72,16,Medium,301,2.2887483530793857,0.019102549706351266,10.299367588857235,2.4356288194544917,Middle_Age,Casual,1,5.375
9140,29,Female,USA,SIMULATION,15.973762574875895,0,Easy,1,69,81,14,Low,69,0.8248023935908249,0.0,4.772070991489772,1.0229505029950359,Adult,Regular,0,34.5
9141,46,Female,ASIA,ACTION,3.683183597785032,0,Easy,19,42,64,31,Medium,798,6.619428718246669,0.0,13.665917353799577,6.0333273439114015,Middle_Age,Casual,0,2.1
9142,46,Female,USA,SPORTS,6.252455837162762,1,Hard,8,103,54,36,Medium,824,4.963835810696034,0.03504621661480705,7.445753716044051,2.8660982334865106,Middle_Age,Casual,1,11.444444444444445
9143,38,Male,USA,SIMULATION,1.3485441645161362,1,Hard,3,124,82,4,Medium,372,1.703182788910469,0.348770497168339,34.915247172664614,0.9779417665806454,Middle_Age,Casual,1,31.0
9144,26,Male,ASIA,RPG,16.331728199932105,1,Hard,16,52,87,2,Medium,832,0.11539530143380825,0.0036857084389105084,5.019695612370659,5.465269127997284,Adult,Regular,1,3.0588235294117645
