group,cosine_similarity
male,0.9999812841415405
male,0.9996175765991211
male,0.9874388575553894
male,0.9995187520980835
male,0.9999331831932068
male,0.9998671412467957
male,0.9982783794403076
male,0.9998819231987
male,0.999661386013031
male,0.9998188614845276
male,0.9999319314956665
male,0.9999469518661499
male,0.9999520182609558
male,0.9999460577964783
male,0.9990096688270569
male,0.9996404647827148
male,0.9998340010643005
male,0.9989569187164307
male,0.9999635219573975
male,0.9993869662284851
male,0.9997454881668091
male,0.9998461604118347
male,0.9994750022888184
male,0.9998689293861389
male,0.9998928308486938
male,0.9999043941497803
male,0.9998882412910461
male,0.9995509386062622
male,0.9985761046409607
male,0.9999818801879883
male,0.9971759915351868
male,0.9999675154685974
male,0.999847948551178
male,0.9997997879981995
male,0.996371328830719
male,0.9996887445449829
male,0.999993085861206
male,0.9999600052833557
male,0.9999938607215881
male,0.9998470544815063
male,0.9999914169311523
male,0.9981132745742798
male,0.9999424815177917
male,0.9975327253341675
male,0.9999226331710815
male,0.9998581409454346
male,0.9999881386756897
male,0.9999933242797852
male,0.9899186491966248
male,0.9996689558029175
male,0.9998581409454346
male,0.9999050498008728
male,0.9999666213989258
male,0.9999770522117615
male,0.9984668493270874
male,0.9979830384254456
male,0.9999801516532898
male,0.9999939799308777
male,0.9999747276306152
male,0.9994025826454163
male,0.9996506571769714
male,0.9960522651672363
male,0.9999822974205017
male,0.9983067512512207
male,0.9991155862808228
male,0.9999335408210754
male,0.9960073828697205
male,0.9999412298202515
male,0.9983104467391968
male,0.9999719262123108
male,0.9998425841331482
male,0.9999809265136719
male,0.9998189210891724
male,0.9989160895347595
male,0.9999253153800964
male,0.9984087347984314
male,0.9999766945838928
male,0.9999503493309021
male,0.9999848008155823
male,0.9999114871025085
male,0.9999759197235107
male,0.9993830323219299
male,0.9977956414222717
male,0.9999487996101379
male,0.9999959468841553
male,0.9995564818382263
male,0.9999104142189026
male,0.9999323487281799
male,0.999936580657959
male,0.9959457516670227
male,0.9994779229164124
male,0.9998024702072144
male,0.9999966621398926
male,0.9996708035469055
male,0.999967098236084
male,0.9990682005882263
female,0.9999969005584717
female,0.9990063309669495
female,0.9997364282608032
female,0.9999047517776489
female,0.9999557733535767
female,0.9999880194664001
female,0.9998593926429749
female,0.9999529123306274
female,0.9989038109779358
female,0.9999688267707825
female,0.9997206330299377
female,0.9995236992835999
female,0.9999514818191528
female,0.9990966320037842
female,0.995871901512146
female,0.9999921917915344
female,0.998802900314331
female,0.9979525208473206
female,0.9997567534446716
female,0.9999251365661621
female,0.9999589920043945
female,0.999809205532074
female,0.998734176158905
female,0.9992547035217285
female,0.9897497296333313
female,0.9999053478240967
female,0.9986642599105835
female,0.9999196529388428
female,0.9996455311775208
female,0.999997079372406
female,0.9999836683273315
female,0.9999843835830688
female,0.9999486207962036
female,0.9998789429664612
female,0.9995533227920532
female,0.9999637603759766
female,0.9999926686286926
female,0.9999570250511169
female,0.9999740719795227
female,0.9983664751052856
female,0.9998819828033447
female,0.9998142719268799
female,0.9997879266738892
female,0.9999933838844299
female,0.99992835521698
female,0.999930202960968
female,0.9999825358390808
female,0.9999743700027466
female,0.999165415763855
female,0.9997363090515137
female,0.9999672770500183
female,0.9987638592720032
female,0.9999546408653259
female,0.9999894499778748
female,0.9999412894248962
female,0.9999778866767883
female,0.9997304081916809
female,0.9999884963035583
female,0.9998345375061035
female,0.9997889399528503
female,0.9987021684646606
female,0.9996634125709534
female,0.999855637550354
female,0.9947882294654846
female,0.999941885471344
female,0.999405026435852
female,0.9940406084060669
female,0.9997789859771729
female,0.9997487664222717
female,0.9976392984390259
female,0.9998177289962769
female,0.9997605085372925
female,0.9998699426651001
female,0.9990013241767883
female,0.9999567270278931
female,0.9999096989631653
female,0.9999803304672241
female,0.9998095631599426
female,0.9999753832817078
female,0.9999526739120483
female,0.9998552799224854
female,0.9992251396179199
female,0.9995073676109314
female,0.9999027252197266
female,0.9999824166297913
female,0.9998147487640381
female,0.9998211860656738
female,0.9999828338623047
female,0.9994650483131409
female,0.9999489784240723
female,0.9997815489768982
female,0.9999539852142334
female,0.9998292922973633
female,0.9980700016021729
female,0.9998841285705566
female,0.9997869729995728
female,0.9983606934547424
female,0.999737024307251
female,0.9999828338623047
female,0.9999231696128845
female,0.999630331993103
female,0.9996872544288635
female,0.9999606013298035
female,0.9995288252830505
female,0.9989610910415649
female,0.9999933838844299
female,0.9982936382293701
female,0.9985120892524719
female,0.9998208284378052
female,0.9987488985061646
female,0.9998248219490051
female,0.9976805448532104
female,0.9996171593666077
female,0.9992182850837708
female,0.9992114305496216
female,0.9993194937705994
female,0.999360203742981
female,0.9999510049819946
female,0.9984633326530457
female,0.998476505279541
female,0.9999527931213379
female,0.9997602105140686
female,0.999531090259552
female,0.9999826550483704
female,0.9998499751091003
female,0.9995147585868835
female,0.9999430775642395
female,0.9999987483024597
female,0.9996945261955261
female,0.9998059868812561
female,0.9992467761039734
female,0.9998347759246826
female,0.9998777508735657
female,0.9998859167098999
female,0.9980201721191406
female,0.9998306632041931
female,0.999851644039154
female,0.9999194741249084
female,0.9999725818634033
female,0.9999401569366455
female,0.999625563621521
female,0.9994441866874695
female,0.998207151889801
female,0.9999764561653137
female,0.9994101524353027
female,0.999935507774353
female,0.9999630451202393
female,0.9998716711997986
female,0.9999838471412659
female,0.9994133710861206
female,0.9988336563110352
female,0.9995847344398499
female,0.9997758269309998
female,0.9999975562095642
female,0.9998607039451599
female,0.9982298016548157
female,0.9998061060905457
female,0.9999940395355225
female,0.999994158744812
female,0.9997632503509521
female,0.9995336532592773
female,0.9997910857200623
female,0.9992486834526062
female,0.9991928339004517
female,0.9994708299636841
female,0.9996684789657593
female,0.9997532367706299
female,0.9999045729637146
female,0.9996078610420227
female,0.9986809492111206
female,0.9999445080757141
female,0.9999949336051941
female,0.9997549653053284
female,0.9999808669090271
female,0.99998539686203
female,0.9993856549263
female,0.9999709129333496
female,0.9986444115638733
female,0.9999718070030212
female,0.9998115301132202
female,0.9996476173400879
female,0.9999829530715942
female,0.9987179636955261
female,0.9999353885650635
female,0.9999826550483704
female,0.9998611807823181
female,0.999348521232605
female,0.9998950362205505
female,0.9999983906745911
female,0.9999204874038696
female,0.9999804496765137
female,0.9994841814041138
female,0.9996461868286133
female,0.9999643564224243
female,0.9999582767486572
female,0.9997636675834656
female,0.9996178150177002
female,0.9998817443847656
female,0.99984210729599
female,0.9999974370002747
